Date,Day,BB 22TB,BB 20TB,BB 18TB,BB 16TB,BB 14TB,BB 12TB,BB 8TB,BH 22TB,BH 20TB,BH 18TB,BH 16TB,BH 14TB,BH 12TB,BH 10TB,BH 8TB,BH 6TB,BH 4TB,NE 20TB,NE 18TB,NE 16TB,NE 14TB,NE 12TB,NE 10TB,NE 8TB,NE 6TB,NE 4TB
11/27/23,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/23,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/23,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/23,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/23,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/23,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/23,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/23,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/23,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/23,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/23,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/23,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/23,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/23,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/23,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/23,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/23,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/23,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/23,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/23,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/23,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/23,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/23,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/23,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/23,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/23,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/23,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/23,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/23,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/23,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/23,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/23,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/23,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/23,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/23,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparklines,,,,,,,,,,,,,,,,,,,,,,,,,  ,,
